id,make,model,year,price,features,stock,image,description
V00085,Volvo,Model 6,2025,201619,"Hybrid,LED Headlights,Air Suspension,Push Start,Android Auto,Sunroof,V6 Engine,Bluetooth,Eco Mode,360 Camera,Adaptive Cruise,Premium Sound,Sport Mode,Ventilated Seats,Ambient Lighting",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6833846.jpg,The 2025 Volvo Model 6 is a luxury vehicle perfect for daily commute.
V00086,Kia,Model 4,2025,61043,"Rear Camera,Parking Sensors,Hybrid,Turbo,Android Auto",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3670414.jpg,The 2025 Kia Model 4 is a family-friendly vehicle perfect for city driving.
V00087,Porsche,Model 9,2025,362989,"LED Headlights,Cruise Control,Lane Assist,Keyless Entry,Automatic Parking,Turbo,Panoramic Roof,Air Suspension,4WD,7 Seater,Power Tailgate,Push Start,Sunroof",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2586396.jpg,The 2025 Porsche Model 9 is a luxury vehicle perfect for daily commute.
V00088,Subaru,Model 9,2024,264853,"Leather Seats,Ambient Lighting,V6 Engine,Cruise Control,Lane Assist,Sport Mode,Parking Sensors",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2165980.jpg,The 2024 Subaru Model 9 is a sporty vehicle perfect for long trips.
V00089,Mercedes,S-Class,2025,288688,"Panoramic Roof,Lane Assist,4WD,Electric,Leather Seats",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6745549.jpg,The 2025 Mercedes S-Class is a sporty vehicle perfect for city driving.
V00090,Land Rover,Defender,2024,579267,"7 Seater,Sport Mode,Navigation,Eco Mode,Electric,Bluetooth,Parking Sensors,Adaptive Cruise,4WD,Automatic Parking",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2974294.jpg,The 2024 Land Rover Defender is a reliable vehicle perfect for long trips.
V00091,Audi,Q5,2023,215151,"Sport Mode,Android Auto,Adaptive Cruise,Heated Seats,Wireless Charging,Hybrid,Leather Seats,Parking Sensors,V8 Engine,7 Seater,Ventilated Seats,LED Headlights,360 Camera",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3872471.jpg,The 2023 Audi Q5 is a luxury vehicle perfect for daily commute.
V00092,Land Rover,Range Rover,2022,352316,"Turbo,Parking Sensors,Power Tailgate,Eco Mode,Lane Assist,360 Camera,Heated Seats,4WD,Cruise Control,Ventilated Seats,Rear Camera",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5270093.jpg,The 2022 Land Rover Range Rover is a premium vehicle perfect for city driving.
V00093,Kia,Model 6,2020,135701,"Automatic Parking,Apple CarPlay,Eco Mode,Electric,V8 Engine,Sunroof,Adaptive Cruise,4WD,Sport Mode,Lane Assist,AWD,Blind Spot Monitor,Parking Sensors,Rear Camera,V6 Engine",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4048644.jpg,The 2020 Kia Model 6 is a sporty vehicle perfect for off-road adventures.
V00094,Subaru,Model 1,2025,142615,"360 Camera,Rear Camera,Sport Mode,Hybrid,Sunroof,7 Seater,Premium Sound,Lane Assist,AWD,Air Suspension,Android Auto,Panoramic Roof,Heated Seats,Wireless Charging,Ventilated Seats",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1431152.jpg,The 2025 Subaru Model 1 is a luxury vehicle perfect for daily commute.
V00095,Subaru,Model 9,2020,138455,"Parking Sensors,Heated Seats,Ambient Lighting,Wireless Charging,Premium Sound,4WD",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9595555.jpg,The 2020 Subaru Model 9 is a sporty vehicle perfect for daily commute.
V00096,Mercedes,G-Class,2021,262756,"Parking Sensors,V6 Engine,Ventilated Seats,AWD,Keyless Entry,Adaptive Cruise,7 Seater,Sunroof,Bluetooth,Wireless Charging,Android Auto",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2494736.jpg,The 2021 Mercedes G-Class is a sporty vehicle perfect for daily commute.
V00097,Hyundai,Model 1,2025,60426,"Sunroof,Hybrid,Panoramic Roof,Rear Camera,Parking Sensors,AWD,Automatic Parking,Android Auto,7 Seater,Blind Spot Monitor,Bluetooth,Wireless Charging,Turbo",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3287132.jpg,The 2025 Hyundai Model 1 is a premium vehicle perfect for daily commute.
V00098,Porsche,Model 4,2021,481125,"Heated Seats,Electric,Power Tailgate,Blind Spot Monitor,Push Start,4WD,Navigation,Rear Camera,Panoramic Roof,Hybrid,Bluetooth,Turbo,Parking Sensors,Wireless Charging",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8074085.jpg,The 2021 Porsche Model 4 is a luxury vehicle perfect for city driving.
V00099,Land Rover,Defender,2023,430053,"Sport Mode,Panoramic Roof,Blind Spot Monitor,Sunroof,Ventilated Seats",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3770342.jpg,The 2023 Land Rover Defender is a family-friendly vehicle perfect for daily commute.
V00100,Land Rover,Defender,2020,362902,"Ventilated Seats,Lane Assist,Android Auto,Bluetooth,Sport Mode,Electric,Eco Mode,Turbo,Sunroof",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7780992.jpg,The 2020 Land Rover Defender is a luxury vehicle perfect for city driving.
V00101,Land Rover,Range Rover,2020,199052,"Apple CarPlay,Automatic Parking,Adaptive Cruise,AWD,Parking Sensors",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5914441.jpg,The 2020 Land Rover Range Rover is a luxury vehicle perfect for city driving.
V00102,Mazda,Model 6,2023,294970,"Hybrid,Adaptive Cruise,4WD,Automatic Parking,Sunroof,Blind Spot Monitor,360 Camera",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7043677.jpg,The 2023 Mazda Model 6 is a luxury vehicle perfect for off-road adventures.
V00103,Mitsubishi,Model 3,2021,273832,"Automatic Parking,Eco Mode,V6 Engine,Air Suspension,Apple CarPlay,Blind Spot Monitor,Heated Seats",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8288070.jpg,The 2021 Mitsubishi Model 3 is a sporty vehicle perfect for city driving.
V00104,Honda,CR-V,2021,67430,"4WD,Apple CarPlay,Leather Seats,Lane Assist,Electric,Bluetooth,AWD,Sunroof,Turbo,Heated Seats,Ventilated Seats,Rear Camera",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1783778.jpg,The 2021 Honda CR-V is a family-friendly vehicle perfect for long trips.
V00105,Kia,Model 4,2022,70836,"Keyless Entry,Power Tailgate,Cruise Control,Ventilated Seats,Adaptive Cruise,4WD",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3726821.jpg,The 2022 Kia Model 4 is a premium vehicle perfect for city driving.
V00106,Ford,Edge,2022,182919,"Rear Camera,Ventilated Seats,AWD,Navigation,360 Camera,V6 Engine,Sunroof,7 Seater",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9265952.jpg,The 2022 Ford Edge is a sporty vehicle perfect for city driving.
V00107,Audi,A4,2023,429551,"V6 Engine,4WD,Adaptive Cruise,Eco Mode,Ventilated Seats,7 Seater,Navigation,Parking Sensors,Ambient Lighting,360 Camera,Rear Camera",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5163471.jpg,The 2023 Audi A4 is a reliable vehicle perfect for daily commute.
V00108,Subaru,Model 10,2021,208738,"LED Headlights,Keyless Entry,V6 Engine,7 Seater,Bluetooth,Navigation,4WD,Electric,Leather Seats,Rear Camera,V8 Engine,Parking Sensors,360 Camera,Eco Mode",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7238846.jpg,The 2021 Subaru Model 10 is a reliable vehicle perfect for off-road adventures.
V00109,Ford,F-150,2023,247262,"Ventilated Seats,V8 Engine,360 Camera,Blind Spot Monitor,Hybrid,Push Start",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2117405.jpg,The 2023 Ford F-150 is a reliable vehicle perfect for city driving.
V00110,Jaguar,Model 8,2025,51386,"Adaptive Cruise,Hybrid,Navigation,Keyless Entry,Sunroof,Automatic Parking,Lane Assist,Cruise Control,Premium Sound,Android Auto,LED Headlights",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4662453.jpg,The 2025 Jaguar Model 8 is a sporty vehicle perfect for city driving.
V00111,Hyundai,Model 9,2025,134991,"Air Suspension,LED Headlights,Eco Mode,Turbo,V6 Engine",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5309411.jpg,The 2025 Hyundai Model 9 is a reliable vehicle perfect for off-road adventures.
V00112,Hyundai,Model 8,2020,94912,"Ambient Lighting,Parking Sensors,Automatic Parking,Keyless Entry,Sunroof",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8252593.jpg,The 2020 Hyundai Model 8 is a reliable vehicle perfect for long trips.
V00113,Mitsubishi,Model 8,2020,62452,"Ventilated Seats,Turbo,Keyless Entry,Push Start,Parking Sensors,Power Tailgate,Sunroof,LED Headlights",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8079816.jpg,The 2020 Mitsubishi Model 8 is a luxury vehicle perfect for off-road adventures.
V00114,Volvo,Model 1,2022,106866,"Navigation,Bluetooth,Lane Assist,V6 Engine,4WD,360 Camera,Sunroof,Turbo,Apple CarPlay,Cruise Control,Android Auto,Adaptive Cruise,Premium Sound,Blind Spot Monitor",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1092718.jpg,The 2022 Volvo Model 1 is a premium vehicle perfect for off-road adventures.
V00115,Kia,Model 1,2023,114427,"Automatic Parking,Air Suspension,Premium Sound,Hybrid,Adaptive Cruise",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9358839.jpg,The 2023 Kia Model 1 is a family-friendly vehicle perfect for daily commute.
V00116,Kia,Model 5,2020,188282,"Push Start,4WD,Hybrid,Ventilated Seats,Sport Mode,Parking Sensors,Air Suspension",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5539707.jpg,The 2020 Kia Model 5 is a sporty vehicle perfect for daily commute.
V00117,BMW,X3,2024,377798,"7 Seater,Turbo,Android Auto,Power Tailgate,Premium Sound",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4876682.jpg,The 2024 BMW X3 is a family-friendly vehicle perfect for daily commute.
V00118,Nissan,Patrol,2022,230130,"Push Start,Ventilated Seats,Cruise Control,Sport Mode,Electric,Adaptive Cruise,Blind Spot Monitor,360 Camera,Wireless Charging,Sunroof,Apple CarPlay,Bluetooth,Keyless Entry,Hybrid,Automatic Parking",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8029078.jpg,The 2022 Nissan Patrol is a premium vehicle perfect for off-road adventures.
V00119,BMW,X7,2023,594269,"Automatic Parking,Cruise Control,Ambient Lighting,Panoramic Roof,Premium Sound,AWD,Eco Mode,Push Start",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4527822.jpg,The 2023 BMW X7 is a sporty vehicle perfect for city driving.
V00120,Hyundai,Model 3,2025,151972,"Automatic Parking,Turbo,Rear Camera,Parking Sensors,Premium Sound,Power Tailgate,Adaptive Cruise",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2006342.jpg,The 2025 Hyundai Model 3 is a premium vehicle perfect for daily commute.
V00121,Tesla,Model S,2022,557820,"Keyless Entry,Hybrid,4WD,LED Headlights,Leather Seats,Sunroof,Power Tailgate,Eco Mode,Push Start,Wireless Charging",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9128795.jpg,The 2022 Tesla Model S is a reliable vehicle perfect for city driving.
V00122,Volvo,Model 7,2023,191615,"Sport Mode,4WD,Keyless Entry,V6 Engine,Air Suspension,Adaptive Cruise,Blind Spot Monitor,Navigation,Cruise Control,AWD,Automatic Parking,360 Camera",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5911312.jpg,The 2023 Volvo Model 7 is a family-friendly vehicle perfect for city driving.
V00123,Mercedes,G-Class,2022,210857,"360 Camera,V6 Engine,Power Tailgate,Leather Seats,Android Auto,Keyless Entry,Lane Assist,Adaptive Cruise,Sport Mode,Electric,Air Suspension",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5701659.jpg,The 2022 Mercedes G-Class is a sporty vehicle perfect for off-road adventures.
V00124,Lexus,Model 7,2022,139199,"Premium Sound,Keyless Entry,Heated Seats,Cruise Control,Navigation,Apple CarPlay,Parking Sensors,V6 Engine,Push Start",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6404891.jpg,The 2022 Lexus Model 7 is a reliable vehicle perfect for city driving.
V00125,Subaru,Model 8,2023,57787,"Adaptive Cruise,Electric,V6 Engine,360 Camera,Air Suspension,Lane Assist,Power Tailgate,Leather Seats",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5150669.jpg,The 2023 Subaru Model 8 is a luxury vehicle perfect for long trips.
V00126,Tesla,Model 3,2023,307349,"Ventilated Seats,Wireless Charging,Premium Sound,7 Seater,Automatic Parking",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3887178.jpg,The 2023 Tesla Model 3 is a luxury vehicle perfect for daily commute.
V00127,Land Rover,Defender,2025,563332,"Navigation,Ambient Lighting,Turbo,Bluetooth,Parking Sensors",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2986700.jpg,The 2025 Land Rover Defender is a sporty vehicle perfect for daily commute.
V00128,Mercedes,S-Class,2022,495313,"Turbo,Android Auto,Blind Spot Monitor,Power Tailgate,Keyless Entry,Automatic Parking,Heated Seats,Push Start,Sport Mode,Leather Seats,Bluetooth,4WD,Premium Sound,Rear Camera",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2720200.jpg,The 2022 Mercedes S-Class is a premium vehicle perfect for daily commute.
V00129,Lexus,Model 1,2024,206655,"Parking Sensors,Ventilated Seats,360 Camera,Apple CarPlay,Premium Sound",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4697043.jpg,The 2024 Lexus Model 1 is a sporty vehicle perfect for daily commute.
V00130,Jaguar,Model 3,2020,149736,"Adaptive Cruise,Push Start,Bluetooth,4WD,Premium Sound,Ambient Lighting,V8 Engine,Hybrid,7 Seater,Leather Seats,Lane Assist,Panoramic Roof,Electric",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7670196.jpg,The 2020 Jaguar Model 3 is a premium vehicle perfect for off-road adventures.
V00131,Jaguar,Model 2,2022,201549,"Panoramic Roof,7 Seater,Bluetooth,Automatic Parking,Leather Seats,V8 Engine,Navigation,AWD,Heated Seats",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4697195.jpg,The 2022 Jaguar Model 2 is a sporty vehicle perfect for long trips.
V00132,Volkswagen,Model 1,2024,283449,"Panoramic Roof,LED Headlights,Sport Mode,Bluetooth,Push Start,Android Auto,7 Seater,Cruise Control,4WD,Power Tailgate,Turbo,360 Camera,Automatic Parking,V6 Engine,Heated Seats",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2699369.jpg,The 2024 Volkswagen Model 1 is a family-friendly vehicle perfect for long trips.
V00133,Land Rover,Defender,2021,568074,"Hybrid,Eco Mode,V8 Engine,V6 Engine,Premium Sound,Adaptive Cruise,Android Auto",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7141963.jpg,The 2021 Land Rover Defender is a sporty vehicle perfect for city driving.
V00134,Ford,F-150,2021,168126,"Blind Spot Monitor,Ambient Lighting,Wireless Charging,Hybrid,Heated Seats,Panoramic Roof,7 Seater,Sport Mode,Navigation",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9881242.jpg,The 2021 Ford F-150 is a family-friendly vehicle perfect for long trips.
V00135,Ford,Escape,2020,75202,"Rear Camera,Turbo,Heated Seats,Leather Seats,Lane Assist,V8 Engine,Android Auto,7 Seater,Hybrid,Ambient Lighting,Push Start,Sport Mode,Sunroof,Bluetooth,Wireless Charging",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3920351.jpg,The 2020 Ford Escape is a luxury vehicle perfect for daily commute.
V00136,Jaguar,Model 9,2024,197863,"Blind Spot Monitor,Wireless Charging,Rear Camera,Sunroof,Panoramic Roof,LED Headlights,Cruise Control,Eco Mode,Adaptive Cruise,Lane Assist,Ventilated Seats,Sport Mode,Air Suspension,Bluetooth",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6159702.jpg,The 2024 Jaguar Model 9 is a premium vehicle perfect for daily commute.
V00137,Lexus,Model 9,2024,271161,"Ambient Lighting,Lane Assist,V6 Engine,Navigation,360 Camera,Blind Spot Monitor,Turbo,LED Headlights,Air Suspension,Sunroof,7 Seater,Automatic Parking,4WD,Cruise Control,Keyless Entry",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7541213.jpg,The 2024 Lexus Model 9 is a premium vehicle perfect for daily commute.
V00138,Mercedes,G-Class,2024,187030,"Sunroof,Push Start,V8 Engine,Power Tailgate,Bluetooth,Keyless Entry,Eco Mode,Wireless Charging,Leather Seats,Ventilated Seats,AWD,Adaptive Cruise",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3703730.jpg,The 2024 Mercedes G-Class is a reliable vehicle perfect for off-road adventures.
V00139,Volvo,Model 10,2021,287358,"Wireless Charging,Rear Camera,Push Start,Ambient Lighting,Bluetooth,Hybrid,360 Camera,Keyless Entry,Sport Mode,Android Auto,V6 Engine,Turbo,Automatic Parking,Eco Mode,Heated Seats",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3876100.jpg,The 2021 Volvo Model 10 is a family-friendly vehicle perfect for city driving.
V00140,Volkswagen,Model 2,2023,153162,"7 Seater,Premium Sound,Apple CarPlay,Panoramic Roof,Hybrid,Rear Camera,Power Tailgate,Push Start,Keyless Entry,V8 Engine,Electric,Parking Sensors",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2358724.jpg,The 2023 Volkswagen Model 2 is a premium vehicle perfect for daily commute.
V00141,Lexus,Model 10,2025,161679,"LED Headlights,Turbo,Power Tailgate,V6 Engine,Blind Spot Monitor,Ventilated Seats,Keyless Entry,4WD,Lane Assist,Heated Seats,Premium Sound,Eco Mode",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1141854.jpg,The 2025 Lexus Model 10 is a family-friendly vehicle perfect for off-road adventures.
V00142,Chevrolet,Model 1,2021,294449,"Sunroof,Lane Assist,LED Headlights,Electric,Air Suspension,Blind Spot Monitor,Panoramic Roof,Ventilated Seats,Apple CarPlay,Eco Mode,V8 Engine,Premium Sound",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1722865.jpg,The 2021 Chevrolet Model 1 is a premium vehicle perfect for long trips.
V00143,Volvo,Model 8,2021,231245,"Blind Spot Monitor,360 Camera,Cruise Control,Premium Sound,Leather Seats,AWD,Electric,Heated Seats,Sport Mode,Ventilated Seats,Adaptive Cruise,Bluetooth,Turbo,LED Headlights",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2780573.jpg,The 2021 Volvo Model 8 is a premium vehicle perfect for daily commute.
V00144,Honda,Accord,2025,169388,"Air Suspension,7 Seater,Cruise Control,Turbo,Leather Seats,Electric,Heated Seats,Apple CarPlay,V6 Engine,Panoramic Roof,Blind Spot Monitor,Eco Mode",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9808209.jpg,The 2025 Honda Accord is a luxury vehicle perfect for daily commute.
V00145,Nissan,Pathfinder,2023,125155,"Android Auto,Electric,Cruise Control,Lane Assist,Panoramic Roof,Sunroof,Bluetooth,Parking Sensors,7 Seater,LED Headlights,Power Tailgate,V6 Engine",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7535973.jpg,The 2023 Nissan Pathfinder is a sporty vehicle perfect for city driving.
V00146,Volkswagen,Model 2,2022,223762,"Power Tailgate,Ambient Lighting,4WD,Rear Camera,7 Seater,Wireless Charging,Hybrid,Push Start,Android Auto,Turbo,Blind Spot Monitor,Bluetooth",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1845359.jpg,The 2022 Volkswagen Model 2 is a reliable vehicle perfect for city driving.
V00147,Tesla,Model 3,2023,351504,"Turbo,Automatic Parking,Navigation,Ventilated Seats,Premium Sound,Hybrid,Heated Seats,Sport Mode",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4761970.jpg,The 2023 Tesla Model 3 is a reliable vehicle perfect for daily commute.
V00148,Volkswagen,Model 3,2023,96660,"Keyless Entry,Ambient Lighting,Wireless Charging,Parking Sensors,Automatic Parking,Air Suspension,360 Camera",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1048195.jpg,The 2023 Volkswagen Model 3 is a luxury vehicle perfect for off-road adventures.
V00149,Jaguar,Model 7,2025,185066,"Navigation,Panoramic Roof,Sunroof,Air Suspension,Automatic Parking,4WD,Blind Spot Monitor,Sport Mode,Android Auto,360 Camera,Push Start,Lane Assist,Rear Camera",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1469520.jpg,The 2025 Jaguar Model 7 is a family-friendly vehicle perfect for off-road adventures.
V00150,BMW,X7,2024,232572,"Heated Seats,Navigation,Wireless Charging,Air Suspension,Eco Mode,Premium Sound,Sunroof,Apple CarPlay,Lane Assist,AWD,Power Tailgate,Electric,4WD,V8 Engine,Leather Seats",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7695000.jpg,The 2024 BMW X7 is a family-friendly vehicle perfect for daily commute.
